,movieId,title
6183,6284,DysFunktional Family (2003)
6184,6285,Levity (2003)
6185,6286,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)"
6186,6287,Anger Management (2003)
6187,6288,Better Luck Tomorrow (2002)
6188,6289,Ghosts of the Abyss (2003)
6189,6290,House of 1000 Corpses (2003)
6190,6291,Lilya 4-Ever (Lilja 4-ever) (2002)
6191,6292,Marion Bridge (2002)
6192,6293,XX/XY (2002)
6193,6294,Bulletproof Monk (2003)
6194,6295,Chasing Papi (a.k.a. Papi Chulo) (2003)
6195,6296,"Mighty Wind, A (2003)"
6196,6297,Holes (2003)
6197,6298,Malibu's Most Wanted (2003)
6198,6299,Winged Migration (Le Peuple migrateur) (2001)
6199,6300,Flickering Lights (Blinkende lygter) (2000)
6200,6301,Straw Dogs (1971)
6201,6302,Beginning of the End (1957)
6202,6303,"Andromeda Strain, The (1971)"
6203,6304,Brainscan (1994)
6204,6305,Fahrenheit 451 (1966)
6205,6306,I Am Trying to Break Your Heart (2002)
6206,6307,"Iceman Cometh, The (1973)"
6207,6308,Legal Eagles (1986)
6208,6309,Married to It (1991)
6209,6310,Memories of Me (1988)
6210,6311,"Other Side of Heaven, The (2001)"
6211,6312,"Private Function, A (1984)"
6212,6313,Sibling Rivalry (1990)
6213,6314,Undercover Blues (1993)
6214,6315,Wildcats (1986)
6215,6316,"Wiz, The (1978)"
6216,6317,Cartouche (1962)
6217,6318,"Marrying Man, The (1991)"
6218,6319,"My Father the Hero (Mon père, ce héros.) (1991)"
6219,6320,Scenes from a Mall (1991)
6220,6321,Stella (1990)
6221,6322,Confidence (2003)
6222,6323,Identity (2003)
6223,6324,It Runs in the Family (2003)
6224,6325,"Real Cancun, The (2003)"
6225,6326,City of Ghosts (2002)
6226,6327,"Decade Under the Influence, A (2003)"
6227,6328,House of Fools (Dom Durakov) (2002)
6228,6329,Manic (2001)
6229,6330,People I Know (2002)
6230,6331,Spellbound (2002)
6231,6332,"Lizzie McGuire Movie, The (2003)"
6232,6333,X2: X-Men United (2003)
6233,6334,Blue Car (2002)
6234,6335,"Dancer Upstairs, The (2002)"
6235,6336,Marooned in Iraq (Gomgashtei dar Aragh) (2002)
6236,6337,Owning Mahowny (2003)
6237,6338,Daddy Day Care (2003)
6238,6339,Man on the Train (L'Homme du train) (2002)
6239,6340,Only the Strong Survive - A Celebration of Soul (2002)
6240,6341,"Shape of Things, The (2003)"
6241,6342,"Trip, The (2002)"
6242,6343,Washington Heights (2002)
6243,6344,101 Reykjavik (101 Reykjavík) (2000)
6244,6345,"Chorus Line, A (1985)"
6245,6346,Absolute Beginners (1986)
6246,6347,Beat Street (1984)
6247,6348,Breakin' 2: Electric Boogaloo (1984)
6248,6349,Breakin' (1984)
6249,6350,Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
6250,6351,Hysterical Blindness (2002)
6251,6352,Lambada (1990)
6252,6353,Roadie (1980)
6253,6354,"Carpetbaggers, The (1964)"
6254,6355,"Girls, Les (1957)"
6255,6356,Gunfight at the O.K. Corral (1957)
6256,6357,High Society (1956)
6257,6358,Kiss Me Kate (1953)
6258,6365,"Matrix Reloaded, The (2003)"
6259,6366,Dracula: Pages from a Virgin's Diary (2001)
6260,6367,Down with Love (2003)
6261,6368,Cinemania (2002)
6262,6369,Friends and Family (2001)
6263,6370,"Spanish Apartment, The (L'auberge Espagnole) (2002)"
6264,6371,Pokémon Heroes (2003)
6265,6373,Bruce Almighty (2003)
6266,6374,"In-Laws, The (2003)"
6267,6375,Gigantic (A Tale of Two Johns) (2002)
6268,6376,Respiro (2002)
6269,6377,Finding Nemo (2003)
6270,6378,"Italian Job, The (2003)"
6271,6379,Wrong Turn (2003)
6272,6380,Capturing the Friedmans (2003)
6273,6381,"Three Marias, The (As Três Marias) (2002)"
6274,6382,Together (Han ni Zai Yiki) (2002)
6275,6383,2 Fast 2 Furious (2003)
6276,6384,Love the Hard Way (2001)
6277,6385,Whale Rider (2002)
6278,6386,Nevada Smith (1966)
6279,6387,Once a Thief (Zong Heng si Hai) (1991)
6280,6388,Regeneration (1997)
6281,6390,Silk Stockings (1957)
6282,6391,Snowball Express (1972)
6283,6392,"Man Called Horse, A (1970)"
6284,6393,For Sale (À Vendre) (1998)
6285,6394,Big Jake (1971)
6286,6395,"Crazies, The (a.k.a. Code Name: Trixie) (1973)"
6287,6396,Dementia 13 (1963)
6288,6397,"Bizarre, Bizarre (Drôle de drame ou L'étrange aventure de Docteur Molyneux) (1937)"
6289,6398,Le Mans (1971)
6290,6400,Murder on a Sunday Morning (Un coupable idéal) (2001)
6291,6401,Rio Lobo (1970)
6292,6402,Siam Sunset (1999)
6293,6403,"Swimmer, The (1968)"
6294,6404,"White Sheik, The (Lo Sceicco bianco) (1952)"
6295,6405,Treasure Island (1950)
6296,6406,Two Evil Eyes (1990)
6297,6407,"Walk, Don't Run (1966)"
6298,6408,Animals Are Beautiful People (1974)
6299,6409,Bend of the River (1952)
6300,6410,Car Wash (1976)
6301,6411,Come September (1961)
6302,6412,Destry Rides Again (1939)
6303,6413,"Electric Horseman, The (1979)"
6304,6414,Gay Purr-ee (1962)
6305,6415,Intervista (1987)
6306,6416,King Rat (1965)
6307,6417,Live Wire (1992)
6308,6419,Mr. & Mrs. Bridge (1990)
6309,6420,Night Passage (1957)
6310,6421,"Rare Breed, The (1966)"
6311,6422,Shenandoah (1965)
6312,6423,Straight Talk (1992)
6313,6424,Oscar (1991)
6314,6425,"6th Man, The (1997)"
6315,6426,"Far Country, The (1954)"
6316,6427,"Railway Children, The (1970)"
6317,6428,Two Mules for Sister Sara (1969)
6318,6429,Winchester '73 (1950)
6319,6430,Ziggy Stardust and the Spiders from Mars (1973)
6320,6431,Battle Cry (1955)
6321,6432,"Courtship of Eddie's Father, The (1963)"
6322,6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)"
6323,6434,"Objective, Burma! (1945)"
6324,6435,Operation Pacific (1951)
6325,6436,This Boy's Life (1993)
6326,6437,13 Rue Madeleine (1947)
6327,6438,633 Squadron (1964)
6328,6439,Attack (1956)
6329,6440,Barton Fink (1991)
6330,6441,Battle of Britain (1969)
6331,6442,Belle époque (1992)
6332,6443,"Big Trail, The (1930)"
6333,6445,Cloak and Dagger (1946)
6334,6446,"Comancheros, The (1961)"
6335,6447,Duel at Diablo (1966)
6336,6448,"Flight of the Phoenix, The (1965)"
6337,6449,From the Terrace (1960)
6338,6450,"Heaven Knows, Mr. Allison (1957)"
6339,6451,"Hot Rock, The (1972)"
6340,6452,"Long, Hot Summer, The (1958)"
6341,6453,Man of Aran (1934)
6342,6454,Music Box (1989)
6343,6455,North to Alaska (1960)
6344,6456,"Beast Must Die, The (Que la bête meure) (1969)"
6345,6457,Sink the Bismark! (1960)
6346,6458,"Blue Max, The (1966)"
6347,6459,"Desert Fox, The (1951)"
6348,6460,"Trial, The (Le Procès) (1962)"
6349,6461,"Unforgiven, The (1960)"
6350,6462,"Undefeated, The (1969)"
6351,6463,Divine Trash (1998)
6352,6464,Good Burger (1997)
6353,6465,Jubilee (1977)
6354,6466,Mississippi Masala (1991)
6355,6467,Jenny Lamour (Quai des Orfèvres) (1947)
6356,6468,"Stranger Among Us, A (1992)"
6357,6469,Cahill: United States Marshal (1973)
6358,6470,Chisum (1970)
6359,6471,Defence of the Realm (1985)
6360,6472,Eat a Bowl of Tea (1989)
6361,6473,Half Moon Street (1986)
6362,6474,"Truce, The (a.k.a. La Tregua) (1996)"
6363,6475,Opportunity Knocks (1990)
6364,6476,Shattered (1991)
6365,6477,"Song of Bernadette, The (1943)"
6366,6478,"Life and Times of Judge Roy Bean, The (1972)"
6367,6479,"Spirit of '76, The (1990)"
6368,6480,Thoroughly Modern Millie (1967)
6369,6481,Where the Heart Is (1990)
6370,6482,Dumb and Dumberer: When Harry Met Lloyd (2003)
6371,6483,From Justin to Kelly (2003)
6372,6484,Hollywood Homicide (2003)
6373,6485,Rugrats Go Wild! (2003)
6374,6486,"Hard Word, The (2002)"
6375,6487,"Heart of Me, The (2002)"
6376,6488,Jet Lag (Décalage horaire) (2002)
6377,6489,"Loco Love (Mi Casa, Su Casa) (2002)"
6378,6490,Manito (2002)
6379,6491,No Turning Back (2001)
6380,6492,Tycoon (Oligarkh) (2002)
6381,6493,Alex and Emma (2003)
6382,6494,On_Line (a.k.a. On Line) (2002)
6383,6495,Experiment in Terror (1962)
6384,6496,Ecstasy (Éxtasis) (1996)
6385,6497,Is Paris Burning? (Paris brûle-t-il?) (1966)
6386,6498,Murphy's War (1971)
6387,6499,Orphans of the Storm (1921)
6388,6500,"Satanic Rites of Dracula, The (1974)"
6389,6501,Strange Planet (1999)
6390,6502,28 Days Later (2002)
6391,6503,Charlie's Angels: Full Throttle (2003)
6392,6504,Gasoline (Benzina) (2001)
6393,6505,Ed and His Dead Mother (1993)
6394,6506,Fulltime Killer (Chuen jik sat sau) (2001)
6395,6507,Just a Little Harmless Sex (1999)
6396,6508,"Bank, The (2001)"
6397,6509,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974)
6398,6510,"Bodies, Rest & Motion (1993)"
6399,6511,Jesus (1979)
6400,6512,"Long Ships, The (1963)"
6401,6513,Made for Each Other (1939)
6402,6514,Ring of Terror (1962)
6403,6515,You Only Live Once (1937)
6404,6516,Anastasia (1956)
6405,6517,"Babe, The (1992)"
6406,6518,Flight of the Intruder (1991)
6407,6519,Fun with Dick and Jane (1977)
6408,6520,Knights of the Round Table (1953)
6409,6521,"Main Event, The (1979)"
6410,6522,Man's Favorite Sport? (1964)
6411,6523,Mr. Baseball (1992)
6412,6524,Never on Sunday (Pote tin Kyriaki) (1960)
6413,6525,Nuts (1987)
6414,6526,Rhapsody in August (Hachigatsu no rapusodî) (1991)
6415,6527,Scaramouche (1952)
6416,6528,Start the Revolution Without Me (1970)
6417,6529,Strange Bedfellows (1965)
6418,6530,"Tenant, The (1976)"
6419,6531,"Hour of the Pig, The (1993)"
6420,6532,Up the Sandbox (1972)
6421,6533,"What's Up, Doc? (1972)"
6422,6534,Hulk (2003)
6423,6535,"Legally Blonde 2: Red, White & Blonde (2003)"
6424,6536,Sinbad: Legend of the Seven Seas (2003)
6425,6537,Terminator 3: Rise of the Machines (2003)
6426,6538,Swimming Pool (2003)
6427,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
6428,6540,Madame Satã (2002)
6429,6541,"League of Extraordinary Gentlemen, The (2003)"
6430,6542,"Cuckoo, The (Kukushka) (2002)"
6431,6543,"Holy Land, The (2001)"
6432,6544,"Housekeeper, The (Une femme de ménage) (2002)"
6433,6545,I Capture the Castle (2003)
6434,6546,Km. 0 - Kilometer Zero (Kilómetro cero) (2000)
6435,6547,Northfork (2003)
6436,6548,Bad Boys II (2003)
6437,6549,How to Deal (2003)
6438,6550,Johnny English (2003)
6439,6551,"Anarchist Cookbook, The (2002)"
6440,6552,Dirty Pretty Things (2002)
6441,6553,"Embalmer, The (L'Imbalsamatore) (2002)"
6442,6554,Garage Days (2002)
6443,6555,On the Run (Cavale) (2002)
6444,6556,"Sea Is Watching, The (Umi wa miteita) (2002)"
6445,6557,Born to Be Wild (1995)
6446,6558,Curly Sue (1991)
6447,6559,Little Giants (1994)
6448,6560,Loose Cannons (1990)
6449,6561,"Mouse That Roared, The (1959)"
6450,6562,Spencer's Mountain (1963)
6451,6563,Masked & Anonymous (2003)
6452,6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
6453,6565,Seabiscuit (2003)
6454,6566,Spy Kids 3-D: Game Over (2003)
6455,6567,Buffalo Soldiers (2001)
6456,6568,Camp (2003)
6457,6569,Hotel (2001)
6458,6570,Lucia Lucia (La Hija del Canibal) (2003)
6459,6571,Mondays in the Sun (Los Lunes al sol) (2002)
6460,6572,Scorched (2003)
6461,6573,Avanti! (1972)
6462,6574,Eve of Destruction (1991)
6463,6575,Gator (1976)
6464,6576,Juggernaut (1974)
6465,6577,Kickboxer 2: The Road Back (1991)
6466,6578,"Kiss Me, Stupid (1964)"
6467,6579,"One, Two, Three (1961)"
6468,6580,Possible Loves (Amores Possíveis) (2000)
6469,6581,"Private Life of Sherlock Holmes, The (1970)"
6470,6582,Remo Williams: The Adventure Begins (1985)
6471,6583,"Blood of Heroes, The (1988)"
6472,6584,"What's Up, Tiger Lily? (1966)"
6473,6585,White Lightning (1973)
6474,6586,American Wedding (2003)
6475,6587,Gigli (2003)
6476,6588,And Now... Ladies and Gentlemen (2002)
6477,6589,Boys Life 4: Four Play (2003)
6478,6590,I'll Be There (2003)
6479,6591,"Magdalene Sisters, The (2002)"
6480,6592,"Secret Lives of Dentists, The (2002)"
6481,6593,Freaky Friday (2003)
6482,6594,Seaside (Bord de Mer) (2002)
6483,6595,S.W.A.T. (2003)
6484,6596,"Divorce, Le (2003)"
6485,6597,"Princess Blade, The (Shura Yukihime) (2001)"
6486,6598,Step Into Liquid (2002)
6487,6599,Accattone (1961)
6488,6600,...And God Spoke (1993)
6489,6601,Big Trouble (1986)
6490,6602,Brain Damage (1988)
6491,6603,"Double Life, A (1947)"
6492,6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966)
6493,6605,"Man in the Glass Booth, The (1975)"
6494,6606,Purpose (2002)
6495,6607,"Red Pony, The (1949)"
6496,6608,Sex & the Other Man (1996)
6497,6609,"Gospel According to St. Matthew, The (Il Vangelo secondo Matteo) (1964)"
6498,6610,"Honeymoon Killers, The (1970)"
6499,6611,Umberto D. (1952)
6500,6612,Brother's Keeper (1992)
6501,6613,"Day of the Dolphin, The (1973)"
6502,6614,I Love You to Death (1990)
6503,6615,Freddy Vs. Jason (2003)
6504,6616,Grind (2003)
6505,6617,Open Range (2003)
6506,6618,Shaolin Soccer (Siu lam juk kau) (2001)
6507,6619,Uptown Girls (2003)
6508,6620,American Splendor (2003)
6509,6621,"Backyard, The (2002)"
6510,6622,Carnages (a.k.a. Carnage) (2002)
6511,6623,Passionada (2002)
6512,6624,Agent Cody Banks (2003)
6513,6625,Camp Nowhere (1994)
6514,6626,"Cemetery Club, The (1993)"
6515,6627,Changing Habits (1997)
6516,6628,Hot Dog... The Movie (1984)
6517,6629,House of Wax (1953)
6518,6630,"Inn of the Sixth Happiness, The (1958)"
6519,6631,Man's Best Friend (1993)
6520,6632,Of Unknown Origin (1983)
6521,6633,Prince of Jutland (a.k.a. Royal Deceit) (1994)
6522,6634,Rowing with the Wind (Remando al viento) (1988)
6523,6635,"Rachel Papers, The (1989)"
6524,6636,"Sure Thing, The (1985)"
6525,6637,Thrashin' (1986)
6526,6638,Valley Girl (1983)
6527,6639,Wait Until Dark (1967)
6528,6640,Where the Rivers Flow North (1993)
6529,6641,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000)
6530,6642,Showdown in Little Tokyo (1991)
6531,6643,Tokyo Story (Tôkyô monogatari) (1953)
6532,6644,"Green Ray, The (Rayon vert, Le) (1986)"
6533,6645,THX 1138 (1971)
6534,6646,Valley of the Dolls (1967)
6535,6647,"Business of Fancydancing, The (2002)"
6536,6648,Chunhyang (2000)
6537,6649,Tunes of Glory (1960)
6538,6650,Kind Hearts and Coronets (1949)
6539,6651,Ash Wednesday (2002)
6540,6652,Joe Kidd (1972)
6541,6653,"Keep, The (1983)"
6542,6654,Atragon (Kaitei Gunkan) (1963)
6543,6655,"Mysterians, The (Chikyu Boeigun) (1957)"
6544,6656,Attack of the Puppet People (1958)
6545,6657,"Beast from 20,000 Fathoms, The (1953)"
6546,6658,10 (1979)
6547,6659,Tremors (1990)
6548,6660,"Red Shoes, The (1948)"
6549,6661,Me & Isaac Newton (1999)
6550,6662,"Pink Panther, The (1963)"
6551,6663,"Pink Panther Strikes Again, The (1976)"
6552,6664,Commando (1985)
6553,6665,Dracula (1979)
6554,6666,"Discreet Charm of the Bourgeoisie, The (Le Charme discret de la bourgeoisie) (1972)"
6555,6667,Waco: The Rules of Engagement (1997)
6556,6668,"Road Home, The (Wo de fu qin mu qin) (1999)"
6557,6669,Ikiru (1952)
6558,6670,Comic Book Villains (2002)
6559,6671,"Angel at My Table, An (1990)"
6560,6672,War Photographer (2001)
6561,6673,"Ay, Carmela! (¡Ay, Carmela!) (1990)"
6562,6674,War and Peace (Jang Aur Aman) (2001)
6563,6675,Far Away (Loin) (2001)
6564,6676,Incident at Oglala (1992)
6565,6677,Predictions of Fire (Prerokbe Ognja) (1996)
6566,6678,"Handmaid's Tale, The (1990)"
6567,6679,Revolution OS (2001)
6568,6680,Live Nude Girls Unite! (2000)
6569,6681,All the Little Animals (1998)
6570,6682,Earth (1998)
6571,6683,Fire (1996)
6572,6684,Death in Venice (Morte a Venezia) (1971)
6573,6685,Marci X (2003)
6574,6686,"Medallion, The (2003)"
6575,6687,My Boss's Daughter (2003)
6576,6688,Autumn Spring (Babí léto) (2001)
6577,6689,"Battle of Shaker Heights, The (2003)"
6578,6690,Don't Tempt Me (Sin noticias de Dios) (2001)
6579,6691,Dust (2001)
6580,6692,Stoked: The Rise and Fall of Gator (2002)
6581,6693,Venus Boyz (2001)
6582,6694,Suddenly (Tan de Repente) (2002)
6583,6695,Jeepers Creepers 2 (2003)
6584,6696,Bollywood/Hollywood (2002)
6585,6697,Civil Brand (2002)
6586,6698,Nola (2002)
6587,6699,Once Upon a Time in the Midlands (2002)
6588,6700,"Other Side of the Bed, The (El Otro Lado de la Cama) (2002)"
6589,6701,Zero Day (2002)
6590,6702,Dickie Roberts: Former Child Star (2003)
6591,6703,"Order, The (2003)"
6592,6704,Home Room (2002)
6593,6705,Party Monster (2003)
6594,6706,Taking Sides (2001)
6595,6707,Cabin Fever (2002)
6596,6708,Matchstick Men (2003)
6597,6709,Once Upon a Time in Mexico (2003)
6598,6710,Dummy (2002)
6599,6711,Lost in Translation (2003)
6600,6712,Luster (2002)
6601,6713,Millennium Actress (Sennen joyû) (2001)
6602,6714,So Close (Chik Yeung Tin Sai) (2002)
6603,6715,Children of the Night (1991)
6604,6716,Daisy Miller (1974)
6605,6717,Enlightenment Guaranteed (Erleuchtung Garantiert) (2000)
6606,6718,Gotcha! (1985)
6607,6719,Hard to Hold (1984)
6608,6720,Kuffs (1992)
6609,6721,Once Upon a Time in China (Wong Fei-hung) (1991)
6610,6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992)
6611,6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993)
6612,6724,Paper Moon (1973)
6613,6725,Sgt. Pepper's Lonely Hearts Club Band (1978)
6614,6726,"Song for Martin, A (En Sång för Martin) (2001)"
6615,6727,Targets (1968)
6616,6728,"Ugly American, The (1963)"
6617,6729,"Bostonians, The (1984)"
6618,6730,Convoy (1978)
6619,6731,Day of the Dead (1985)
6620,6732,"Hello, Dolly! (1969)"
6621,6733,I'm Going Home (Je rentre à la maison) (2001)
6622,6734,Memoirs of an Invisible Man (1992)
6623,6735,"Rose, The (1979)"
6624,6736,See No Evil (1971)
6625,6737,Super Sucker (2002)
6626,6738,Indiscretion of an American Wife (a.k.a. Terminal Station) (Stazione Termini) (1953)
6627,6739,At War with the Army (1950)
6628,6740,Bingo (1991)
6629,6741,God told Me To (1976)
6630,6742,"I, Madman (1989)"
6631,6743,Jungle Book (1942)
6632,6744,Once Bitten (1985)
6633,6745,"Shrimp on the Barbie, The (1990)"
6634,6746,Squirm (1976)
6635,6747,"Adventures of Huckleberry Finn, The (1960)"
6636,6748,"Brood, The (1979)"
6637,6749,"Prince and the Pauper, The (1937)"
6638,6750,Anything Else (2003)
6639,6751,Cold Creek Manor (2003)
6640,6752,"Fighting Temptations, The (2003)"
6641,6753,Secondhand Lions (2003)
6642,6754,Underworld (2003)
6643,6755,Bubba Ho-tep (2002)
6644,6756,Casa de los babys (2003)
6645,6757,Demonlover (2002)
6646,6758,Emerald Cowboy (2002)
6647,6759,Close Your Eyes (a.k.a. Hypnotic) (a.k.a. Doctor Sleep) (2002)
6648,6760,In This World (2002)
6649,6761,Tibet: Cry of the Snow Lion (2002)
6650,6762,Yossi & Jagger (2002)
6651,6763,Duplex (2003)
6652,6764,"Rundown, The (2003)"
6653,6765,Under the Tuscan Sun (2003)
6654,6766,Camera Obscura (2000)
6655,6767,Kart Racer (2002)
6656,6768,Luther (2003)
6657,6769,Mambo Italiano (2003)
6658,6770,My Life Without Me (2003)
6659,6771,Dorm Daze (2003)
6660,6772,To Be and to Have (Être et avoir) (2002)
6661,6773,"Triplets of Belleville, The (Les Triplettes de Belleville) (2003)"
6662,6774,Videodrome (1983)
6663,6775,Life and Debt (2001)
6664,6776,Lagaan: Once Upon a Time in India (2001)
6665,6777,Judgment at Nuremberg (1961)
6666,6778,Journey of Hope (Reise der Hoffnung) (1990)
6667,6779,"Same Time, Next Year (1978)"
6668,6780,"Brief History of Time, A (1991)"
6669,6781,"Jacob the Liar (Jakob, der Lügner) (1975)"
6670,6782,Leningrad Cowboys Go America (1989)
6671,6783,"Rules of the Game, The (La Règle du jeu) (1939)"
6672,6784,"Song Remains the Same, The (1976)"
6673,6785,Seven Brides for Seven Brothers (1954)
6674,6786,Kiss of the Spider Woman (1985)
6675,6787,All the President's Men (1976)
6676,6788,Angie (1994)
6677,6789,"Apartment, The (L'Appartement) (1996)"
6678,6790,Avalon (2001)
6679,6791,Babette's Feast (Babettes gæstebud) (1987)
6680,6792,"Barber of Siberia, The (Sibirskij tsiryulnik) (1998)"
6681,6793,Beethoven (1992)
6682,6794,Beethoven's 2nd (1993)
6683,6795,Black Moon Rising (1986)
6684,6796,Boyz N the Hood (1991)
6685,6797,Bugsy (1991)
6686,6798,Bugsy Malone (1976)
6687,6799,By the Sword (1991)
6688,6800,Cobra (1986)
6689,6801,Common Wealth (La Comunidad) (2000)
6690,6802,Consenting Adults (1992)
6691,6803,Phenomena (1985)
6692,6804,Crimewave (1985)
6693,6805,Crying Freeman (1995)
6694,6806,Time and Tide (Seunlau Ngaklau) (2000)
6695,6807,Monty Python's The Meaning of Life (1983)
6696,6808,Where Eagles Dare (1968)
6697,6809,Tightrope (1984)
6698,6810,Sleeping with the Enemy (1991)
6699,6811,PCU (1994)
6700,6812,"Rookie, The (1990)"
6701,6813,"Ghost and Mr. Chicken, The (1966)"
6702,6814,City Heat (1984)
6703,6815,Into the Night (1985)
6704,6816,Three O'Clock High (1987)
6705,6817,"White Hunter, Black Heart (1990)"
6706,6818,Come and See (Idi i smotri) (1985)
6707,6819,"Rage in Harlem, A (1991)"
6708,6820,Ginger Snaps (2000)
6709,6821,More American Graffiti (1979)
6710,6822,"Ballad of Little Jo, The (1993)"
6711,6823,Under Suspicion (1992)
6712,6824,Ruby (1992)
6713,6825,"Reluctant Astronaut, The (1967)"
6714,6826,"Shakiest Gun in the West, The (1968)"
6715,6827,It's Pat (1994)
6716,6828,"Sunday in the Country, A (Un dimanche à la campagne) (1984)"
6717,6829,"Gun in Betty Lou's Handbag, The (1992)"
6718,6830,Sudden Fear (1952)
6719,6831,Nobody's Baby (2001)
6720,6832,Regarding Henry (1991)
6721,6833,"Debut, The (2000)"
6722,6834,Wilder Napalm (1993)
6723,6835,Alien Contamination (1980)
6724,6836,"Amazing Transparent Man, The (1960)"
6725,6837,Love Affair (1939)
6726,6838,Once in the Life (2000)
6727,6839,All I Want (Try Seventeen) (2002)
6728,6840,"Hospital, The (1971)"
6729,6841,Article 99 (1992)
6730,6842,Images (1972)
6731,6843,Eureka (1986)
6732,6844,Oleanna (1994)
6733,6845,Chattahoochee (1989)
6734,6846,Tough Guys Don't Dance (1987)
6735,6847,There Goes My Baby (1994)
6736,6848,Kingdom of the Spiders (1977)
6737,6849,Scrooge (1970)
6738,6850,Leap of Faith (1992)
6739,6851,"Gas, Food, Lodging (1992)"
6740,6852,In Cold Blood (1967)
6741,6853,Campus Man (1987)
6742,6854,"Bedford Incident, The (1965)"
6743,6855,Murderous Maids (Les Blessures Assassines) (2000)
6744,6856,Yankee Doodle Dandy (1942)
6745,6857,Ninja Scroll (Jûbei ninpûchô) (1995)
6746,6858,Knife in the Water (Nóz w wodzie) (1962)
6747,6859,"Devil and Daniel Webster, The (1941)"
6748,6860,Mobsters (1991)
6749,6861,Charlotte Sometimes (2002)
6750,6862,Out of Time (2003)
6751,6863,School of Rock (2003)
6752,6864,"Concert for George, The (2003)"
6753,6865,"Event, The (2003)"
6754,6866,Nine Dead Gay Guys (2003)
6755,6867,"Station Agent, The (2003)"
6756,6868,Wonderland (2003)
6757,6869,Bus 174 (Ônibus 174) (2002)
6758,6870,Mystic River (2003)
6759,6871,Good Boy! (2003)
6760,6872,"House of the Dead, The (2003)"
6761,6873,Intolerable Cruelty (2003)
6762,6874,Kill Bill: Vol. 1 (2003)
6763,6875,Dopamine (2003)
6764,6876,"Flower of Evil, The (La Fleur du Mal) (2003)"
6765,6877,Girls Will Be Girls (2003)
6766,6878,Porn Theater (La Chatte à deux têtes) (2002)
6767,6879,Runaway Jury (2003)
6768,6880,"Texas Chainsaw Massacre, The (2003)"
6769,6881,Pieces of April (2003)
6770,6882,Returner (Ritaanaa) (2002)
6771,6883,Sylvia (2003)
6772,6884,Veronica Guerin (2003)
6773,6885,In the Cut (2003)
6774,6886,Beyond Borders (2003)
6775,6887,Radio (2003)
6776,6888,Scary Movie 3 (2003)
6777,6889,Brother Bear (2003)
6778,6890,Elephant (2003)
6779,6891,Gypsy 83 (2001)
6780,6892,"Singing Detective, The (2003)"
6781,6893,"Italian Job, The (1969)"
6782,6894,Impulse (1984)
6783,6895,Normal (2003)
6784,6896,Shoah (1985)
6785,6897,Unconditional Love (2002)
6786,6898,Sweet Sixteen (2002)
6787,6899,Alien from L.A. (1988)
6788,6900,Black Sunday (1977)
6789,6901,Men of Respect (1991)
6790,6902,Interstate 60 (2002)
6791,6903,Lipstick (1976)
6792,6905,Storyville (1992)
6793,6906,That Was Then... This Is Now (1985)
6794,6907,Holy Matrimony (1994)
6795,6908,"Black Scorpion, The (1957)"
6796,6909,"Eye, The (Jian gui) (2002)"
6797,6910,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973)
6798,6911,"Jolson Story, The (1946)"
6799,6912,You'll Never Get Rich (1941)
6800,6913,Frankenstein and the Monster from Hell (1974)
6801,6914,Preaching to the Perverted (1997)
6802,6915,Chicago Joe and the Showgirl (1990)
6803,6916,"Magic Sword, The (1962)"
6804,6917,Promised Land (1987)
6805,6918,"Unvanquished, The (Aparajito) (1957)"
6806,6919,"Hired Hand, The (1971)"
6807,6920,"Red Circle, The (Le Cercle Rouge) (1970)"
6808,6921,Man of Marble (Czlowiek z Marmuru) (1977)
6809,6923,Sherlock Holmes and the Voice of Terror (1942)
6810,6924,Sherlock Holmes Faces Death (1943)
6811,6925,Sherlock Holmes in Washington (1943)
6812,6926,"Solid Gold Cadillac, The (1956)"
6813,6927,"Human Stain, The (2003)"
6814,6928,"Die, Mommie, Die (2003)"
6815,6929,Dirt (2001)
6816,6930,Girlhood (2003)
6817,6931,Mail Order Bride (2003)
6818,6932,Shattered Glass (2003)
6819,6933,Suspended Animation (2001)
6820,6934,"Matrix Revolutions, The (2003)"
6821,6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)"
6822,6936,Elf (2003)
6823,6937,Anything But Love (a.k.a. Standard Time) (2002)
6824,6938,Billabong Odyssey (2003)
6825,6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999)
6826,6940,In My Skin (Dans ma Peau) (2002)
6827,6941,Just an American Boy (2003)
6828,6942,Love Actually (2003)
6829,6943,Love Forbidden (Défense d'aimer) (2002)
6830,6944,Father of the Bride (1991)
6831,6945,My Architect: A Son's Journey (2003)
6832,6946,Looney Tunes: Back in Action (2003)
6833,6947,Master and Commander: The Far Side of the World (2003)
